mrna_id	n_lncRNAs	GeneID	Symbol	description	type_of_gene	match_type
LOC111121420	1	111121420	LOC111121420	regucalcin-like	protein-coding	Symbol
LOC111121443	1	111121443	LOC111121443	cell division cycle protein 20 homolog	protein-coding	Symbol
LOC111121530	1	111121530	LOC111121530	kynurenine/alpha-aminoadipate aminotransferase, mitochondrial-like	protein-coding	Symbol
LOC111121536	1	111121536	LOC111121536	scavenger receptor cysteine-rich domain-containing protein DMBT1-like	protein-coding	Symbol
LOC111121567	1	111121567	LOC111121567	uncharacterized LOC111121567	protein-coding	Symbol
LOC111121590	1	111121590	LOC111121590	nuclear factor NF-kappa-B p105 subunit-like	protein-coding	Symbol
LOC111121613	1	NA	NA	NA	NA	NA
LOC111121674	1	111121674	LOC111121674	N-alpha-acetyltransferase 60-like	protein-coding	Symbol
LOC111121707	1	NA	NA	NA	NA	NA
LOC111121709	1	111121709	LOC111121709	voltage-dependent calcium channel subunit alpha-2/delta-1-like	protein-coding	Symbol
LOC111121717	1	NA	NA	NA	NA	NA
LOC111121734	1	111121734	LOC111121734	uncharacterized LOC111121734	protein-coding	Symbol
LOC111121772	1	111121772	LOC111121772	uncharacterized LOC111121772	protein-coding	Symbol
LOC111121832	1	111121832	LOC111121832	dnaJ homolog subfamily B member 4-like	protein-coding	Symbol
LOC111121884	1	111121884	LOC111121884	long-chain-fatty-acid--CoA ligase 5-like	protein-coding	Symbol
LOC111121889	1	111121889	LOC111121889	uncharacterized LOC111121889	protein-coding	Symbol
LOC111121912	1	111121912	LOC111121912	calmodulin-like	protein-coding	Symbol
LOC111121926	1	111121926	LOC111121926	N(6)-adenine-specific methyltransferase METTL4-like	protein-coding	Symbol
LOC111121994	1	111121994	LOC111121994	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase-like	protein-coding	Symbol
LOC111122222	1	111122222	LOC111122222	phosphatidylinositol N-acetylglucosaminyltransferase subunit Q-like	protein-coding	Symbol
LOC111122334	1	111122334	LOC111122334	dystrobrevin beta-like	protein-coding	Symbol
LOC111122377	1	111122377	LOC111122377	uncharacterized LOC111122377	protein-coding	Symbol
LOC111122382	1	111122382	LOC111122382	uncharacterized LOC111122382	protein-coding	Symbol
LOC111122416	1	111122416	LOC111122416	programmed cell death protein 2-like	protein-coding	Symbol
LOC111122423	1	111122423	LOC111122423	protein phosphatase EYA2-like	protein-coding	Symbol
LOC111122450	1	NA	NA	NA	NA	NA
LOC111122562	1	111122562	LOC111122562	uncharacterized LOC111122562	protein-coding	Symbol
LOC111122585	1	111122585	LOC111122585	uncharacterized LOC111122585	protein-coding	Symbol
LOC111122599	1	NA	NA	NA	NA	NA
LOC111122722	1	111122722	LOC111122722	uncharacterized LOC111122722	protein-coding	Symbol
LOC111122832	1	111122832	LOC111122832	uncharacterized LOC111122832	protein-coding	Symbol
LOC111123026	1	111123026	LOC111123026	uncharacterized LOC111123026	protein-coding	Symbol
LOC111123123	1	111123123	LOC111123123	microtubule nucleation factor SSNA1-like	protein-coding	Symbol
LOC111123168	1	111123168	LOC111123168	nuclear receptor subfamily 5 group A member 2-like	protein-coding	Symbol
LOC111123214	1	111123214	LOC111123214	6-phosphogluconolactonase-like	protein-coding	Symbol
LOC111123223	1	111123223	LOC111123223	E3 ubiquitin-protein ligase CCNB1IP1-like	protein-coding	Symbol
LOC111123256	1	111123256	LOC111123256	PDZ domain-containing protein 8-like	protein-coding	Symbol
LOC111123270	1	NA	NA	NA	NA	NA
LOC111123296	1	111123296	LOC111123296	uncharacterized LOC111123296	protein-coding	Symbol
LOC111123379	1	111123379	LOC111123379	kelch domain-containing protein 1-like	protein-coding	Symbol
LOC111123431	1	111123431	LOC111123431	alsin-like	protein-coding	Symbol
LOC111123434	1	111123434	LOC111123434	dynein axonemal heavy chain 8-like	protein-coding	Symbol
LOC111123491	1	111123491	LOC111123491	BET1-like protein	protein-coding	Symbol
LOC111123588	1	111123588	LOC111123588	geranylgeranyl transferase type-2 subunit beta-like	protein-coding	Symbol
LOC111123598	1	111123598	LOC111123598	uncharacterized LOC111123598	protein-coding	Symbol
LOC111123648	1	111123648	LOC111123648	uncharacterized LOC111123648	protein-coding	Symbol
LOC111123664	1	111123664	LOC111123664	prostaglandin G/H synthase 2-like	protein-coding	Symbol
LOC111123702	1	111123702	LOC111123702	tetratricopeptide repeat protein 16-like	protein-coding	Symbol
LOC111123817	1	111123817	LOC111123817	putative polypeptide N-acetylgalactosaminyltransferase 10	protein-coding	Symbol
LOC111123840	1	111123840	LOC111123840	AP-3 complex subunit mu-2-like	protein-coding	Symbol
LOC111123868	1	111123868	LOC111123868	uncharacterized LOC111123868	protein-coding	Symbol
LOC111123879	1	111123879	LOC111123879	SID1 transmembrane family member 1-like	protein-coding	Symbol
LOC111123894	1	111123894	LOC111123894	putative inhibitor of apoptosis	protein-coding	Symbol
LOC111123898	1	111123898	LOC111123898	alpha-L-fucosidase-like	protein-coding	Symbol
LOC111123910	1	111123910	LOC111123910	outer dynein arm-docking complex subunit 4-like	protein-coding	Symbol
LOC111123924	1	NA	NA	NA	NA	NA
LOC111123973	1	111123973	LOC111123973	islet cell autoantigen 1-like	protein-coding	Symbol
LOC111123985	1	111123985	LOC111123985	kelch-like protein 35	protein-coding	Symbol
LOC111124005	1	111124005	LOC111124005	spermatogenesis-associated serine-rich protein 2-like	protein-coding	Symbol
LOC111124016	1	111124016	LOC111124016	paramyosin-like	protein-coding	Symbol
LOC111124146	1	111124146	LOC111124146	uncharacterized LOC111124146	protein-coding	Symbol
LOC111124247	1	111124247	LOC111124247	uncharacterized LOC111124247	protein-coding	Symbol
LOC111124304	1	111124304	LOC111124304	uncharacterized LOC111124304	protein-coding	Symbol
LOC111124329	1	111124329	LOC111124329	tRNA-splicing endonuclease subunit Sen34-like	protein-coding	Symbol
LOC111124415	1	111124415	LOC111124415	uncharacterized LOC111124415	protein-coding	Symbol
LOC111124445	1	NA	NA	NA	NA	NA
LOC111124637	1	111124637	LOC111124637	thyroid hormone receptor beta-A-like	protein-coding	Symbol
LOC111124641	1	111124641	LOC111124641	melatonin receptor pdcr-1-like	protein-coding	Symbol
LOC111124643	1	111124643	LOC111124643	ubiquinol-cytochrome-c reductase complex assembly factor 1-like	protein-coding	Symbol
LOC111124657	1	111124657	LOC111124657	breast cancer anti-estrogen resistance protein 3 homolog	protein-coding	Symbol
LOC111124695	1	111124695	LOC111124695	mediator of RNA polymerase II transcription subunit 25-like	protein-coding	Symbol
LOC111124707	1	111124707	LOC111124707	histone H2B	protein-coding	Symbol
LOC111124727	1	NA	NA	NA	NA	NA
LOC111124728	1	111124728	LOC111124728	uncharacterized LOC111124728	protein-coding	Symbol
LOC111124742	1	111124742	LOC111124742	serine/threonine-protein kinase Nek7-like	protein-coding	Symbol
LOC111124797	1	NA	NA	NA	NA	NA
LOC111124809	1	111124809	LOC111124809	uncharacterized LOC111124809	protein-coding	Symbol
LOC111124847	1	111124847	LOC111124847	heat shock 70 kDa protein 12A-like	protein-coding	Symbol
LOC111124851	1	111124851	LOC111124851	ankyrin repeat and SAM domain-containing protein 3-like	protein-coding	Symbol
LOC111124863	1	111124863	LOC111124863	uncharacterized LOC111124863	protein-coding	Symbol
LOC111124912	1	111124912	LOC111124912	exosome complex component RRP43-like	protein-coding	Symbol
LOC111125019	1	111125019	LOC111125019	uncharacterized LOC111125019	protein-coding	Symbol
LOC111125065	1	111125065	LOC111125065	TBC1 domain family member 13-like	protein-coding	Symbol
LOC111125071	1	NA	NA	NA	NA	NA
LOC111125084	1	111125084	LOC111125084	fibroblast growth factor receptor 4-like	protein-coding	Symbol
LOC111125100	1	111125100	LOC111125100	inositol-trisphosphate 3-kinase homolog	protein-coding	Symbol
LOC111125130	1	111125130	LOC111125130	metallophosphoesterase MPPED2-like	protein-coding	Symbol
LOC111125204	1	111125204	LOC111125204	choline transporter-like protein 2	protein-coding	Symbol
LOC111125299	1	NA	NA	NA	NA	NA
LOC111125318	1	111125318	LOC111125318	heat shock 70 kDa protein 12A-like	protein-coding	Symbol
LOC111125373	1	111125373	LOC111125373	L-proline trans-4-hydroxylase-like	protein-coding	Symbol
LOC111125375	1	111125375	LOC111125375	uncharacterized LOC111125375	protein-coding	Symbol
LOC111125391	1	NA	NA	NA	NA	NA
LOC111125433	1	111125433	LOC111125433	inversin-like	protein-coding	Symbol
LOC111125438	1	111125438	LOC111125438	uncharacterized LOC111125438	protein-coding	Symbol
LOC111125451	1	111125451	LOC111125451	uncharacterized LOC111125451	protein-coding	Symbol
LOC111125473	1	111125473	LOC111125473	phosphatidylinositol N-acetylglucosaminyltransferase subunit C-like	protein-coding	Symbol
LOC111125474	1	111125474	LOC111125474	mitochondrial disaggregase-like	protein-coding	Symbol
LOC111125483	1	111125483	LOC111125483	hamartin-like	protein-coding	Symbol
LOC111125528	1	111125528	LOC111125528	ubiquitin carboxyl-terminal hydrolase 38-like	protein-coding	Symbol
LOC111125543	1	111125543	LOC111125543	uncharacterized LOC111125543	protein-coding	Symbol
LOC111125545	1	NA	NA	NA	NA	NA
LOC111125553	1	NA	NA	NA	NA	NA
LOC111125555	1	NA	NA	NA	NA	NA
LOC111125599	1	NA	NA	NA	NA	NA
LOC111125615	1	111125615	LOC111125615	iron-sulfur cluster transfer protein NUBPL-like	protein-coding	Symbol
LOC111125631	1	111125631	LOC111125631	queuine tRNA-ribosyltransferase catalytic subunit 1-like	protein-coding	Symbol
LOC111125662	1	111125662	LOC111125662	uncharacterized LOC111125662	protein-coding	Symbol
LOC111125689	1	111125689	LOC111125689	uncharacterized LOC111125689	protein-coding	Symbol
LOC111125697	1	111125697	LOC111125697	uncharacterized LOC111125697	protein-coding	Symbol
LOC111125740	1	111125740	LOC111125740	armadillo repeat-containing protein 3-like	protein-coding	Symbol
LOC111125746	1	111125746	LOC111125746	methionine adenosyltransferase 2 subunit beta-like	protein-coding	Symbol
LOC111125809	1	111125809	LOC111125809	tektin-like protein 1	protein-coding	Symbol
LOC111125816	1	111125816	LOC111125816	uncharacterized LOC111125816	protein-coding	Symbol
LOC111125848	1	NA	NA	NA	NA	NA
LOC111125852	1	NA	NA	NA	NA	NA
LOC111125878	1	NA	NA	NA	NA	NA
LOC111125907	1	NA	NA	NA	NA	NA
LOC111125950	1	111125950	LOC111125950	uncharacterized LOC111125950	protein-coding	Symbol
LOC111125958	1	111125958	LOC111125958	solute carrier family 53 member 1-like	protein-coding	Symbol
LOC111126007	1	111126007	LOC111126007	extended synaptotagmin-2-like	protein-coding	Symbol
LOC111126023	1	111126023	LOC111126023	uncharacterized LOC111126023	protein-coding	Symbol
LOC111126037	1	111126037	LOC111126037	uncharacterized LOC111126037	protein-coding	Symbol
LOC111126043	1	NA	NA	NA	NA	NA
LOC111126111	1	NA	NA	NA	NA	NA
LOC111126154	1	111126154	LOC111126154	cilia- and flagella-associated protein 77-like	protein-coding	Symbol
LOC111126214	1	111126214	LOC111126214	zeta-sarcoglycan-like	protein-coding	Symbol
LOC111126218	1	111126218	LOC111126218	cyclin-dependent kinase 4 inhibitor B-like	protein-coding	Symbol
LOC111126231	1	NA	NA	NA	NA	NA
LOC111126289	1	111126289	LOC111126289	uncharacterized LOC111126289	protein-coding	Symbol
LOC111126296	1	111126296	LOC111126296	mediator of RNA polymerase II transcription subunit 14-like	protein-coding	Symbol
LOC111126337	1	111126337	LOC111126337	uncharacterized LOC111126337	protein-coding	Symbol
LOC111126376	1	111126376	LOC111126376	nephrin-like	protein-coding	Symbol
LOC111126408	1	111126408	LOC111126408	beta-secretase 1-like	protein-coding	Symbol
LOC111126410	1	NA	NA	NA	NA	NA
LOC111126513	1	111126513	LOC111126513	uncharacterized LOC111126513	protein-coding	Symbol
LOC111126529	1	111126529	LOC111126529	TBC1 domain family member 5-like	protein-coding	Symbol
LOC111126617	1	111126617	LOC111126617	uncharacterized LOC111126617	protein-coding	Symbol
LOC111126632	1	NA	NA	NA	NA	NA
LOC111126633	1	111126633	LOC111126633	uncharacterized LOC111126633	protein-coding	Symbol
LOC111126660	1	NA	NA	NA	NA	NA
LOC111126793	1	111126793	LOC111126793	heat shock 70 kDa protein 12B-like	protein-coding	Symbol
LOC111126847	1	111126847	LOC111126847	EF-hand domain-containing family member B-like	protein-coding	Symbol
LOC111126905	1	111126905	LOC111126905	uncharacterized LOC111126905	protein-coding	Symbol
LOC111126981	1	111126981	LOC111126981	major facilitator superfamily domain-containing protein 6-like	protein-coding	Symbol
LOC111127006	1	111127006	LOC111127006	uncharacterized LOC111127006	protein-coding	Symbol
LOC111127107	1	111127107	LOC111127107	uncharacterized LOC111127107	protein-coding	Symbol
LOC111127173	1	111127173	LOC111127173	LIM domain transcription factor LMO4.1-like	protein-coding	Symbol
LOC111127179	1	111127179	LOC111127179	uncharacterized LOC111127179	protein-coding	Symbol
LOC111127200	1	111127200	LOC111127200	NADPH-dependent diflavin oxidoreductase 1-like	protein-coding	Symbol
LOC111127298	1	NA	NA	NA	NA	NA
LOC111127314	1	NA	NA	NA	NA	NA
LOC111127324	1	111127324	LOC111127324	dual specificity mitogen-activated protein kinase kinase 7-like	protein-coding	Symbol
LOC111127350	1	111127350	LOC111127350	uncharacterized LOC111127350	protein-coding	Symbol
LOC111127369	1	NA	NA	NA	NA	NA
LOC111127427	1	111127427	LOC111127427	uncharacterized LOC111127427	protein-coding	Symbol
LOC111127448	1	NA	NA	NA	NA	NA
LOC111127562	1	111127562	LOC111127562	inositol oxygenase-like	protein-coding	Symbol
LOC111127646	1	111127646	LOC111127646	tRNA (guanine(27)-N(2))-dimethyltransferase-like	protein-coding	Symbol
LOC111127662	1	111127662	LOC111127662	out at first protein-like	protein-coding	Symbol
LOC111127768	1	111127768	LOC111127768	calcium/calmodulin-dependent protein kinase type IV-like	protein-coding	Symbol
LOC111127879	1	111127879	LOC111127879	phosphatidylinositol 3-kinase catalytic subunit type 3-like	protein-coding	Symbol
LOC111127949	1	111127949	LOC111127949	uncharacterized LOC111127949	protein-coding	Symbol
LOC111127969	1	111127969	LOC111127969	coiled-coil domain-containing protein 42 homolog	protein-coding	Symbol
LOC111128035	1	111128035	LOC111128035	N-acetylgalactosaminyltransferase 7-like	protein-coding	Symbol
LOC111128088	1	111128088	LOC111128088	tetratricopeptide repeat protein 8-like	protein-coding	Symbol
LOC111128121	1	111128121	LOC111128121	ATPase family gene 2 protein homolog B-like	protein-coding	Symbol
LOC111128125	1	111128125	LOC111128125	ras-like protein family member 12	protein-coding	Symbol
LOC111128132	1	NA	NA	NA	NA	NA
LOC111128211	1	111128211	LOC111128211	acidic fibroblast growth factor intracellular-binding protein-like	protein-coding	Symbol
LOC111128236	1	111128236	LOC111128236	peroxiredoxin-5, mitochondrial-like	protein-coding	Symbol
LOC111128258	1	111128258	LOC111128258	BLOC-1-related complex subunit 8-like	protein-coding	Symbol
LOC111128292	1	111128292	LOC111128292	WD repeat-containing protein 62-like	protein-coding	Symbol
LOC111128309	1	111128309	LOC111128309	opioid-binding protein/cell adhesion molecule homolog	protein-coding	Symbol
LOC111128323	1	111128323	LOC111128323	alpha-methylacyl-CoA racemase-like	protein-coding	Symbol
LOC111128433	1	111128433	LOC111128433	uncharacterized LOC111128433	protein-coding	Symbol
LOC111128464	1	111128464	LOC111128464	uncharacterized LOC111128464	protein-coding	Symbol
LOC111128549	1	NA	NA	NA	NA	NA
LOC111128558	1	111128558	LOC111128558	tetraspanin-36-like	protein-coding	Symbol
LOC111128559	1	NA	NA	NA	NA	NA
LOC111128683	1	NA	NA	NA	NA	NA
LOC111128714	1	111128714	LOC111128714	protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2-like	protein-coding	Symbol
LOC111128734	1	111128734	LOC111128734	uncharacterized LOC111128734	protein-coding	Symbol
LOC111128755	1	111128755	LOC111128755	COMM domain-containing protein 1-like	protein-coding	Symbol
LOC111128863	1	111128863	LOC111128863	CAAX prenyl protease 2-like	protein-coding	Symbol
LOC111128870	1	111128870	LOC111128870	pecanex-like protein 1	protein-coding	Symbol
LOC111128926	1	111128926	LOC111128926	E3 ubiquitin-protein ligase synoviolin-like	protein-coding	Symbol
LOC111128943	1	111128943	LOC111128943	beta-1,4-glucuronyltransferase 1-like	protein-coding	Symbol
LOC111128968	1	111128968	LOC111128968	galectin-7-like	protein-coding	Symbol
LOC111128985	1	NA	NA	NA	NA	NA
LOC111129011	1	111129011	LOC111129011	uncharacterized LOC111129011	protein-coding	Symbol
LOC111129064	1	111129064	LOC111129064	poly(A) RNA polymerase GLD2-like	protein-coding	Symbol
LOC111129080	1	111129080	LOC111129080	tRNA pseudouridine synthase Pus10-like	protein-coding	Symbol
LOC111129103	1	111129103	LOC111129103	polypeptide N-acetylgalactosaminyltransferase 1-like	protein-coding	Symbol
LOC111129115	1	111129115	LOC111129115	uncharacterized LOC111129115	protein-coding	Symbol
LOC111129165	1	111129165	LOC111129165	estrogen receptor beta-like	protein-coding	Symbol
LOC111129186	1	111129186	LOC111129186	dynein axonemal assembly factor 10-like	protein-coding	Symbol
LOC111129188	1	111129188	LOC111129188	sprouty-related, EVH1 domain-containing protein 2-like	protein-coding	Symbol
LOC111129202	1	111129202	LOC111129202	A disintegrin and metalloproteinase with thrombospondin motifs 6-like	protein-coding	Symbol
LOC111129215	1	111129215	LOC111129215	gephyrin-like	protein-coding	Symbol
LOC111129256	1	111129256	LOC111129256	phosphofurin acidic cluster sorting protein 2-like	protein-coding	Symbol
LOC111129264	1	111129264	LOC111129264	uncharacterized LOC111129264	protein-coding	Symbol
LOC111129265	1	111129265	LOC111129265	katanin p60 ATPase-containing subunit A-like 2	protein-coding	Symbol
LOC111129306	1	NA	NA	NA	NA	NA
LOC111129323	1	111129323	LOC111129323	uncharacterized LOC111129323	protein-coding	Symbol
LOC111129345	1	111129345	LOC111129345	egl nine homolog 1	protein-coding	Symbol
LOC111129357	1	111129357	LOC111129357	tectonin beta-propeller repeat-containing protein 2-like	protein-coding	Symbol
LOC111129376	1	NA	NA	NA	NA	NA
LOC111129399	1	111129399	LOC111129399	uncharacterized LOC111129399	protein-coding	Symbol
LOC111129464	1	111129464	LOC111129464	spermatogenesis-associated protein 17-like	protein-coding	Symbol
LOC111129532	1	111129532	LOC111129532	uncharacterized LOC111129532	protein-coding	Symbol
LOC111129580	1	NA	NA	NA	NA	NA
LOC111129614	1	NA	NA	NA	NA	NA
LOC111129720	1	111129720	LOC111129720	adenylate cyclase type 10-like	protein-coding	Symbol
