mrna_id	mrna_id_clean	GeneID	Symbol	description	type_of_gene	match_type
LOC111119151	LOC111119151	111119151	LOC111119151	general transcription factor IIF subunit 1-like	protein-coding	Symbol
LOC111119152	LOC111119152	111119152	LOC111119152	NADPH:adrenodoxin oxidoreductase, mitochondrial-like	protein-coding	Symbol
LOC111119153	LOC111119153	111119153	LOC111119153	rho GDP-dissociation inhibitor 1-like	protein-coding	Symbol
LOC111119154	LOC111119154	111119154	LOC111119154	phosphatidylinositol-glycan-specific phospholipase D-like	protein-coding	Symbol
LOC111119156	LOC111119156	111119156	LOC111119156	uncharacterized LOC111119156	protein-coding	Symbol
LOC111119157	LOC111119157	111119157	LOC111119157	uncharacterized LOC111119157	protein-coding	Symbol
LOC111119158	LOC111119158	111119158	LOC111119158	actin-like	protein-coding	Symbol
LOC111119159	LOC111119159	111119159	LOC111119159	terminal uridylyltransferase 4-like	protein-coding	Symbol
LOC111119160	LOC111119160	111119160	LOC111119160	uncharacterized LOC111119160	protein-coding	Symbol
LOC111119161	LOC111119161	NA	NA	NA	NA	NA
LOC111119162	LOC111119162	111119162	LOC111119162	radial spoke head 10 homolog B2-like	protein-coding	Symbol
LOC111119163	LOC111119163	111119163	LOC111119163	transforming growth factor-beta-induced protein ig-h3-like	protein-coding	Symbol
LOC111119164	LOC111119164	111119164	LOC111119164	uncharacterized LOC111119164	protein-coding	Symbol
LOC111119166	LOC111119166	111119166	LOC111119166	RNA-binding region-containing protein 3-like	protein-coding	Symbol
LOC111119168	LOC111119168	111119168	LOC111119168	replication termination factor 2-like	protein-coding	Symbol
LOC111119169	LOC111119169	111119169	LOC111119169	lysosomal-associated transmembrane protein 4A-like	protein-coding	Symbol
LOC111119170	LOC111119170	111119170	LOC111119170	AN1-type zinc finger protein 4-like	protein-coding	Symbol
LOC111119171	LOC111119171	111119171	LOC111119171	IQ calmodulin-binding motif-containing protein 1-like	protein-coding	Symbol
LOC111119172	LOC111119172	111119172	LOC111119172	sodium/hydrogen exchanger 9B2-like	protein-coding	Symbol
LOC111119173	LOC111119173	111119173	LOC111119173	uncharacterized LOC111119173	protein-coding	Symbol
LOC111119174	LOC111119174	111119174	LOC111119174	histone H4	protein-coding	Symbol
LOC111119175	LOC111119175	111119175	LOC111119175	laminin subunit alpha-like	protein-coding	Symbol
LOC111119176	LOC111119176	111119176	LOC111119176	oxysterol-binding protein-related protein 9-like	protein-coding	Symbol
LOC111119177	LOC111119177	111119177	LOC111119177	uncharacterized LOC111119177	protein-coding	Symbol
LOC111119178	LOC111119178	NA	NA	NA	NA	NA
LOC111119179	LOC111119179	111119179	LOC111119179	adrenodoxin-like protein 1, mitochondrial	protein-coding	Symbol
LOC111119180	LOC111119180	111119180	LOC111119180	uncharacterized LOC111119180	protein-coding	Symbol
LOC111119181	LOC111119181	NA	NA	NA	NA	NA
LOC111119182	LOC111119182	111119182	LOC111119182	VWFA and cache domain-containing protein 1-like	protein-coding	Symbol
LOC111119183	LOC111119183	111119183	LOC111119183	uncharacterized LOC111119183	protein-coding	Symbol
LOC111119184	LOC111119184	NA	NA	NA	NA	NA
LOC111119185	LOC111119185	111119185	LOC111119185	uncharacterized LOC111119185	protein-coding	Symbol
LOC111119186	LOC111119186	NA	NA	NA	NA	NA
LOC111119187	LOC111119187	111119187	LOC111119187	CYFIP-related Rac1 interactor B-like	protein-coding	Symbol
LOC111119188	LOC111119188	111119188	LOC111119188	uncharacterized LOC111119188	protein-coding	Symbol
LOC111119189	LOC111119189	111119189	LOC111119189	uncharacterized LOC111119189	protein-coding	Symbol
LOC111119190	LOC111119190	111119190	LOC111119190	ornithine decarboxylase-like	protein-coding	Symbol
LOC111119191	LOC111119191	111119191	LOC111119191	alkylglycerol monooxygenase-like	protein-coding	Symbol
LOC111119192	LOC111119192	111119192	LOC111119192	uncharacterized LOC111119192	protein-coding	Symbol
LOC111119193	LOC111119193	111119193	LOC111119193	pancreatic triacylglycerol lipase-like	protein-coding	Symbol
LOC111119194	LOC111119194	NA	NA	NA	NA	NA
LOC111119195	LOC111119195	111119195	LOC111119195	heterogeneous nuclear ribonucleoprotein A/B-like	protein-coding	Symbol
LOC111119196	LOC111119196	111119196	LOC111119196	E3 ubiquitin-protein ligase RNF181-like	protein-coding	Symbol
LOC111119197	LOC111119197	NA	NA	NA	NA	NA
LOC111119198	LOC111119198	NA	NA	NA	NA	NA
LOC111119199	LOC111119199	111119199	LOC111119199	FMRFamide receptor-like	protein-coding	Symbol
LOC111119200	LOC111119200	NA	NA	NA	NA	NA
LOC111119201	LOC111119201	111119201	LOC111119201	cholesterol 25-hydroxylase-like	protein-coding	Symbol
LOC111119203	LOC111119203	111119203	LOC111119203	axin-1-like	protein-coding	Symbol
LOC111119204	LOC111119204	NA	NA	NA	NA	NA
LOC111119205	LOC111119205	111119205	LOC111119205	protein FAM91A1-like	protein-coding	Symbol
LOC111119206	LOC111119206	111119206	LOC111119206	hippocalcin-like protein 1	protein-coding	Symbol
LOC111119207	LOC111119207	111119207	LOC111119207	uncharacterized LOC111119207	protein-coding	Symbol
LOC111119208	LOC111119208	NA	NA	NA	NA	NA
LOC111119209	LOC111119209	111119209	LOC111119209	uncharacterized LOC111119209	protein-coding	Symbol
LOC111119211	LOC111119211	111119211	LOC111119211	N-acetylglucosamine-1-phosphotransferase subunit gamma-like	protein-coding	Symbol
LOC111119212	LOC111119212	111119212	LOC111119212	18S rRNA aminocarboxypropyltransferase-like	protein-coding	Symbol
LOC111119213	LOC111119213	111119213	LOC111119213	mitochondrial import receptor subunit TOM22 homolog	protein-coding	Symbol
LOC111119214	LOC111119214	111119214	LOC111119214	exportin-6-like	protein-coding	Symbol
LOC111119215	LOC111119215	111119215	LOC111119215	dual specificity protein phosphatase CDC14AB-like	protein-coding	Symbol
LOC111119216	LOC111119216	111119216	LOC111119216	DCN1-like protein 3	protein-coding	Symbol
LOC111119217	LOC111119217	111119217	LOC111119217	uncharacterized LOC111119217	protein-coding	Symbol
LOC111119218	LOC111119218	111119218	LOC111119218	trafficking protein particle complex subunit 13-like	protein-coding	Symbol
LOC111119220	LOC111119220	111119220	LOC111119220	broad substrate specificity ATP-binding cassette transporter ABCG2-like	protein-coding	Symbol
LOC111119222	LOC111119222	111119222	LOC111119222	proliferation-associated protein 2G4-like	protein-coding	Symbol
LOC111119223	LOC111119223	111119223	LOC111119223	broad substrate specificity ATP-binding cassette transporter ABCG2-like	protein-coding	Symbol
LOC111119225	LOC111119225	NA	NA	NA	NA	NA
LOC111119226	LOC111119226	111119226	LOC111119226	uncharacterized LOC111119226	protein-coding	Symbol
LOC111119227	LOC111119227	111119227	LOC111119227	uncharacterized LOC111119227	protein-coding	Symbol
LOC111119228	LOC111119228	NA	NA	NA	NA	NA
LOC111119229	LOC111119229	NA	NA	NA	NA	NA
LOC111119230	LOC111119230	111119230	LOC111119230	uncharacterized LOC111119230	protein-coding	Symbol
LOC111119231	LOC111119231	NA	NA	NA	NA	NA
LOC111119232	LOC111119232	NA	NA	NA	NA	NA
LOC111119233	LOC111119233	NA	NA	NA	NA	NA
LOC111119234	LOC111119234	111119234	LOC111119234	uncharacterized LOC111119234	protein-coding	Symbol
LOC111119235	LOC111119235	111119235	LOC111119235	transmembrane channel-like protein 7	protein-coding	Symbol
LOC111119236	LOC111119236	111119236	LOC111119236	uncharacterized LOC111119236	protein-coding	Symbol
LOC111119237	LOC111119237	NA	NA	NA	NA	NA
LOC111119238	LOC111119238	NA	NA	NA	NA	NA
LOC111119239	LOC111119239	111119239	LOC111119239	tyrosine-protein kinase Src42A-like	protein-coding	Symbol
LOC111119240	LOC111119240	111119240	LOC111119240	lysine-specific demethylase 4C-like	protein-coding	Symbol
LOC111119241	LOC111119241	111119241	LOC111119241	uncharacterized LOC111119241	protein-coding	Symbol
LOC111119242	LOC111119242	111119242	LOC111119242	uncharacterized LOC111119242	protein-coding	Symbol
LOC111119243	LOC111119243	111119243	LOC111119243	uncharacterized LOC111119243	protein-coding	Symbol
LOC111119244	LOC111119244	NA	NA	NA	NA	NA
LOC111119245	LOC111119245	111119245	LOC111119245	uncharacterized LOC111119245	protein-coding	Symbol
LOC111119246	LOC111119246	111119246	LOC111119246	uncharacterized LOC111119246	protein-coding	Symbol
LOC111119248	LOC111119248	111119248	LOC111119248	regulator of telomere elongation helicase 1-like	protein-coding	Symbol
LOC111119249	LOC111119249	111119249	LOC111119249	uncharacterized LOC111119249	protein-coding	Symbol
LOC111119250	LOC111119250	111119250	LOC111119250	stathmin-like	protein-coding	Symbol
LOC111119251	LOC111119251	NA	NA	NA	NA	NA
LOC111119252	LOC111119252	NA	NA	NA	NA	NA
LOC111119253	LOC111119253	111119253	LOC111119253	protein FAM13A-like	protein-coding	Symbol
LOC111119254	LOC111119254	111119254	LOC111119254	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN-like	protein-coding	Symbol
LOC111119255	LOC111119255	111119255	LOC111119255	uncharacterized LOC111119255	protein-coding	Symbol
LOC111119256	LOC111119256	NA	NA	NA	NA	NA
LOC111119257	LOC111119257	111119257	LOC111119257	uncharacterized LOC111119257	protein-coding	Symbol
LOC111119258	LOC111119258	111119258	LOC111119258	ankyrin repeat and fibronectin type-III domain-containing protein 1-like	protein-coding	Symbol
